manga_id,title,score,scored_by,status,start_date,members,favorites,created_at_before,updated_at,genres,authors,serializations,synopsis,background,main_picture,url,title_english
488,Shi ga Futari wo Wakatsu made,7.96,8166,finished,6/3/2005,28225,623,2007-10-07 08:14:20+00:00,2022-04-17 03:01:21+00:00,"['Action', 'Drama', 'Sci-Fi', 'Supernatural']","[{'id': 2800, 'first_name': 'Ji-Hyung', 'last_name': 'Song', 'role': 'Art'}, {'id': 3146, 'first_name': 'Hiroshi', 'last_name': 'Takashige', 'role': 'Story'}]",['Young Gangan'],"The future is a great unknown. Throughout history, those who have been graced with the power to read it have been sought by many. In this day and age, the term ""prophet"" is outdated. ""Precog,"" as in precognition, is the modern term. Yet when the powers of precognition are graced upon a young girl named Tohyama Haruka, she is sought after by a powerful organization. Utilizing her powers, Haruka makes contact with Hijikata Mamoru, a blind swordsman. When cornered by her captors, Haruka proposes an outrageous condition to Mamoru. Haruka wants Mamoru to protect her until death do them part.

(Source: MangaHelpers) ","Shi ga Futari wo Wakatsu made was published in English by Yen Press in 2-in-1 omnibuses from May 29, 2012 to November 22, 2016. It has been licensed in Spanish by ECC Cómics.",https://cdn.myanimelist.net/images/manga/3/167767l.jpg,https://myanimelist.net/manga/1456/Shi_ga_Futari_wo_Wakatsu_made,Until Death Do Us Part
489,Shinyaku Toaru Majutsu no Index,8.64,4187,finished,3/10/2011,13511,1081,2011-03-16 15:56:07+00:00,2022-04-18 03:17:59+00:00,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi', 'Supernatural']","[{'id': 5389, 'first_name': 'Kazuma', 'last_name': 'Kamachi', 'role': 'Story'}, {'id': 6795, 'first_name': 'Kiyotaka', 'last_name': 'Haimura', 'role': 'Art'}]",[],"Having lasted merely two weeks, World War III has come to an end. Both Accelerator and Hamazura Shiage have returned home to the people they cherish most after overcoming their individual conflicts. The world is at peace and Academy City continues on as normal while the magicians focus their efforts on repairing the damage they took from the war.

Among this tranquility, however, someone is missing. Someone who used his right hand to save a young girl while changing the tides of war along the way: the ""Imagine Breaker,"" Touma Kamijou. However, the disappearance of the self-proclaimed ordinary high school student has not affected the majority of the world as the temporary peace is soon broken when new threats, both espers and magicians, emerge across the globe. Now, the heroes of World War III must step forth into battle once more, facing off against some of the most powerful enemies imaginable in order to protect the people they hold most dear.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/manga/2/221675l.jpg,https://myanimelist.net/manga/24875/Shinyaku_Toaru_Majutsu_no_Index,
490,Song of the Long March,8.4,4534,currently_publishing,2/1/2011,26759,781,2012-08-23 03:30:50+00:00,2022-04-16 06:18:08+00:00,"['Action', 'Adventure', 'Drama']","[{'id': 11796, 'first_name': 'Da', 'last_name': 'Xia', 'role': 'Story & Art'}]",['Comic Fans'],"Shortly after astrology predicts destruction to befall the Tang Dynasty, a coup d'état led by the crown prince Li's very own brother kills him and his wife and sons. Li's daughter, princess Yongning, manages to escape, but is soon declared dead alongside her family. Full of wrath, the princess swears to avenge them as she takes on the identity of a young man, Li Chang Ge, and moves to the Shou province to advance her goals.

Li Chang Ge uses her wits to gain the trust of the Shou emperor and swiftly climbs the military ranks as a brilliant strategist. Captivatingly drawn, Song of the Long March portrays the feisty girl's adolescent journey toward countless unknown adventures, faithful comradeship, as well as formidable enmity awaiting her along the way.

[Written by MAL Rewrite]",The manhua has been on hiatus since 2017 due to the author’s contract termination with the publishing company.,https://cdn.myanimelist.net/images/manga/2/168139l.jpg,https://myanimelist.net/manga/42001/Song_of_the_Long_March,
491,Tobaku Mokushiroku Kaiji,8.41,4475,finished,2/10/1996,15782,378,2007-12-22 21:36:34+00:00,2022-04-16 20:57:04+00:00,"['Award Winning', 'Drama']","[{'id': 2539, 'first_name': 'Nobuyuki', 'last_name': 'Fukumoto', 'role': 'Story & Art'}]",['Young Magazine (Weekly)'],"Itou Kaiji is a bum who steals car emblems and slashes tires on what seems to be a regular basis. This routine changes one day when he is paid a visit by a man in a trench-coat. Once the two get talking, it seems that the visitor (Calling himself Endou) is a debt collector. The reason for his visit is an unpaid loan which Kaiji had previously co-signed for a work-mate (Furuhata Takeshi). The original loan was 30000 yen and once Takeshi had disappeared, the loan then fell on Kaiji.

Kaiji is then told of a way to clear the interest compounded debt (which stood at 3,850,000 yen), which involved getting on a boat with others in his position. Once on the boat the debtors would then have to gamble with loaned money, which would end with a few winning, and others getting into deeper debt and having to work to pay of their debts. After some coercing kaiji accepts a position on the boat, in order to clear himself and make a bit of money as well...

(Source: AniDB)","Tobaku Mokushiroku Kaiji was digitally published in English as Gambling Apocalypse Kaiji by Fukumoto Production/Highstone, Inc. on May 29, 2015.",https://cdn.myanimelist.net/images/manga/3/22377l.jpg,https://myanimelist.net/manga/3572/Tobaku_Mokushiroku_Kaiji,Gambling Apocalypse Kaiji
492,Historie,8.2,5327,currently_publishing,1/25/2003,20716,436,2007-11-24 21:29:39+00:00,2022-07-05 15:27:53+00:00,"['Action', 'Adventure', 'Award Winning']","[{'id': 2377, 'first_name': 'Hitoshi', 'last_name': 'Iwaaki', 'role': 'Story & Art'}]",['Afternoon'],"Alexander the Great is a name known around the world as belonging to one of the greatest military commanders in history. But due to the grandeur of his name and enormity of his achievements, his right-hand man Eumenes remains a lesser-known historical figure. Eumenes led a turbulent life, overcoming numerous struggles and traveling great distances to meet and befriend many of the most influential names of his time.

One does not become the right hand of Alexander the Great by mere birth. Eumenes fought for his position with fierce talent, intellect, and confidence. This is his story. 

[Written by MAL Rewrite]","Historie is a historical manga by Hitoshi Iwaaki that tells the life story of Eumenes, a secretary and general to Alexander the Great. Although the story is fictional, Eumenes was a real person. Historically, his past is largely a mystery, hence Iwaaki was able to take artistic liberty in his manga. The Mainichi newspaper calls Iwaaki's vision of Eumenes' past ""Bold and unique."" Jason Thompson, one of the best-known manga critics in the United States, says that in terms of scale, ambition, and plotting, Historie is the author's masterpiece. (Source: Wikipedia) In 2010, Historie won the 14th Japan Media Arts Festival Grand Prize in manga division and in 2012, 12th Osamu Tezuka Culture Award.",https://cdn.myanimelist.net/images/manga/2/167504l.jpg,https://myanimelist.net/manga/2924/Historie,
493,Sasameki Koto,7.99,7479,finished,1/27/2007,20402,662,2008-02-03 15:54:30+00:00,2022-04-15 07:53:18+00:00,"['Comedy', 'Drama', 'Girls Love']","[{'id': 4083, 'first_name': 'Takashi', 'last_name': 'Ikeda', 'role': 'Story & Art'}]",['Comic Alive'],"Sumika Murasame is not a cute girl. Nicknamed ""Violence Murasame"" by her peers, the tall and imposing Sumika shows little signs of femininity. And unfortunately for Sumika, her best friend and crush, Ushio Kazama, only likes cute girls. Ushio loves to gush about her endless crushes, completely oblivious to Sumika's feelings.

During their first year of high school, Sumika and Ushio encounter Tomoe Hachisuka and Miyako Tamae, two other girls of a similar orientation. Desiring to start a club for ""girl-loving girls,"" the group attempts to find a fifth member and get their club approved. Though Sumika has some reservations about the purpose of the club, she recognizes this as an opportunity to get closer to Ushio and resolve her unrequited love.

[Written by MAL Rewrite]

Included one-shot:
Volume 6: Kamisama to Dance","Sasameki Koto has been published in English as Whispered Words by One Peace Books since May 13, 2014.",https://cdn.myanimelist.net/images/manga/2/217658l.jpg,https://myanimelist.net/manga/4584/Sasameki_Koto,Whispered Words
494,Kuroko no Basket: Extra Game,7.88,10600,finished,12/27/2014,19249,334,2014-12-19 11:49:01+00:00,2022-04-13 12:05:30+00:00,['Sports'],"[{'id': 6854, 'first_name': 'Tadatoshi', 'last_name': 'Fujimaki', 'role': 'Story & Art'}]",['Shounen Jump NEXT!'],"The college basketball team Strky, comprised of familiar faces from past Interhigh tournaments, is ready to face off against the Jabberwock, a popular American street basketball team that has just arrived in Japan. But what they believe will be a friendly match against a foreign team turns into a devastating loss, and afterwards, the Jabberwock's captain Nash Gold Jr. comments that the people of Japan are equivalent to monkeys and should stop pretending to play basketball.

Angered by this insult, Kagetora Aida proposes a rematch with a different Japanese team, to which Nash accepts, believing the outcome will be the exact same. For the revenge match, Kagetora assembles the Vorpal Swords, consisting of the Generation of Miracles alongside Tetsuya Kuroko and Taiga Kagami—the only team that stands a chance in teaching the Jabberwock a lesson.

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/manga/2/163711l.jpg,https://myanimelist.net/manga/83807/Kuroko_no_Basket__Extra_Game,
495,Kyou no Kira-kun,7.89,10081,finished,9/13/2011,27365,426,2012-02-27 07:46:24+00:00,2022-04-13 04:26:49+00:00,"['Drama', 'Romance']","[{'id': 6668, 'first_name': 'Rin', 'last_name': 'Mikimoto', 'role': 'Story & Art'}]",['Bessatsu Friend'],"For one short year, haplessly awkward, cockatiel-toting Nino has to keep watch over class joker and nextdoor neighbor, Kira-kun. Can Kira-kun—who harbors a terrible secret—find it in himself to open up and learn something new from Nino, or will she be consumed by his world? Two fates intertwine to become the ""closest love to Heaven.""

(Source: Kodansha Comics USA)","Kyou no Kira-kun was published digitally in English as Kira-kun Today by Kodansha Comics USA from October 9, 2018 to July 9, 2019.",https://cdn.myanimelist.net/images/manga/1/134993l.jpg,https://myanimelist.net/manga/35035/Kyou_no_Kira-kun,Kira-kun Today
496,Vagrant Soldier Ares,8.12,5827,finished,1/1/2001,14739,485,2007-09-21 02:42:30+00:00,2022-03-09 19:02:23+00:00,"['Action', 'Adventure', 'Drama']","[{'id': 5777, 'first_name': 'Geum Chel', 'last_name': 'Ryu', 'role': 'Story & Art'}]",[],"The story takes place in an era similar to that of ancient Rome in a country called Chronos. It follows a group known as the Temple Mercenaries. In particular, the manhwa is about Ares, Michael and Baroona, three young warriors with mysterious pasts and surpassing skills...

(Source: MU)",,https://cdn.myanimelist.net/images/manga/2/129069l.jpg,https://myanimelist.net/manga/1076/Vagrant_Soldier_Ares,
497,The Remarried Empress,8.11,5872,currently_publishing,10/24/2019,14046,475,2020-01-05 17:56:39+00:00,2022-06-20 15:59:43+00:00,"['Drama', 'Fantasy', 'Romance']","[{'id': 52257, 'first_name': '', 'last_name': 'Alphatart', 'role': 'Story'}, {'id': 52258, 'first_name': '', 'last_name': 'Sumpul', 'role': 'Art'}]",['Naver Webtoon'],"Empress of the Eastern Nation Navier Ellie Trovi stands at the pinnacle of noblewomen with dignity and grace. Although she and her husband, Emperor Sovieshu, are not as intimate as other couples, their trust in each other has been built over years of friendship. But then, wanting something more, he brings in a concubine—a former slave named Rashta—and that is when everything begins to fall apart.

Months later, the fateful day arrives; Sovieshu declares his intentions to divorce Navier and give her throne to Rashta. However, against all expectations, Navier is not backed against a wall, and she declares her intention to marry another man—Heinrey—whose noble appearance shocks all in the room. 

Just who is Heinrey, and how did Navier come to this new marriage arrangement? The Eastern Nation stands at a precipice, being torn apart by conspiracies, lies, and—above all—love.

[Written by MAL Rewrite]","The Remarried Empress is an adaptation of Alphatart's Jaehon Hwanghu web novel series. It is originally a webtoon series which has been officially published in book format by Young Com (영컴) since September 23, 2020. The series has been published digitally in English by LINE Webtoon since September 6, 2020.",https://cdn.myanimelist.net/images/manga/1/235295l.jpg,https://myanimelist.net/manga/123475/The_Remarried_Empress,The Remarried Empress
498,Mikkakan no Koufuku,8.92,3938,finished,12/25/2013,13214,575,2020-05-16 09:04:25+00:00,2022-04-18 02:55:15+00:00,['Drama'],"[{'id': 41857, 'first_name': 'Sugaru', 'last_name': 'Miaki', 'role': 'Story'}]",[],"Kusunoki used to believe he was destined for great things. Ostracized as a child, he held on to a belief that a good life was waiting for him in the years ahead. Now approaching the age of twenty, he's a completely mediocre college student with no motivation, no dreams, and no money. After learning he can sell his remaining years—and just how little they're worth—he chooses to divest himself of all but his last three months. Has Kusunoki truly destroyed his last chance to find happiness...or has he somehow found it?

(Source: Yen Press)","Mikkakan no Koufuku began as a web novel posted on the message board 2channel under the title Jumyou wo Kaitotte Moratta. Ichinen ni Tsuki, Ichimanen de. (寿命を買い取ってもらった。一年につき、一万円で。). An expanded and modified version of the series was published in print by ASCII Media Works on December 25, 2013 under its Media Works Bunko label. The series was published in English as Three Days of Happiness by Yen Press under the Yen On imprint on October 20, 2020, in French by Editions Akata under the Young Novel imprint on March 28, 2019, in German by Egmont Manga under the Roman imprint on October 7, 2020, and in Spanish by Norma Editorial on May 14, 2021.",https://cdn.myanimelist.net/images/manga/3/248674l.jpg,https://myanimelist.net/manga/126479/Mikkakan_no_Koufuku,Three Days of Happiness
499,Hetalia Axis Powers,7.92,8802,finished,3/28/2008,21561,1450,2008-07-16 18:57:41+00:00,2022-04-15 19:41:34+00:00,['Comedy'],"[{'id': 6659, 'first_name': 'Hidekaz', 'last_name': 'Himaruya', 'role': 'Story & Art'}]",['Comic Birz'],"Germany never expected that the descendant of Ancient Rome would become his ally in the war. After meeting North Italy, Germany is stunned that the once powerful empire is now just a useless crybaby with a concerningly deep love for pasta. To make matters worse, his only other ally, Japan, is near-impossible to read and has equally strange interests. While Germany grapples with his eccentric partners, the Allies are knocking at their door, looking for a fight.

Using personified nations and humor, Hetalia Axis Powers recounts the events of World Wars I and II in a comedic light. Along the way, the relationship between nations and cultural anecdotes are explored in a quirky and fun manner.

[Written by MAL Rewrite]","The first volume of Hetalia Axis Powers was published by Gentosha Comics on March 28, 2008. Six volumes were printed in total, with the last one being printed on October 31, 2013. All six volumes were later published in English by Tokyopop from September 21, 2010 to June 16, 2014.",https://cdn.myanimelist.net/images/manga/2/255193l.jpg,https://myanimelist.net/manga/8878/Hetalia_Axis_Powers,Hetalia Axis Powers
500,Tokyo Babylon,8.02,6852,finished,1/1/1990,18183,770,2007-07-17 20:14:45+00:00,2022-05-22 17:33:58+00:00,"['Boys Love', 'Drama', 'Fantasy', 'Supernatural']","[{'id': 1877, 'first_name': '', 'last_name': 'CLAMP', 'role': 'Story & Art'}]",['Wings'],"Subaru Sumeragi is the thirteenth head of his powerful onmyouji clan. Until the time comes when he must succeed his grandmother fully, Subaru is allowed to live in Tokyo with his fraternal twin Hokuto. While Subaru is kind and shy, Hokuto has exuberance to spare, and her favorite pastime is designing bold matching outfits for the two of them to wear. Her next favorite thing to do is try to set up Subaru with their veterinarian friend Seishirou Sakurazuka who, oddly enough, is always readily available to accompany the Sumeragis throughout the city.

Subaru has to resolve a variety of spiritual conflicts in Tokyo: some are cases formally brought to him by clients, and others are matters in which he decides to involve himself. A selfless teenager, he empathizes with others to the point that their pain may as well be his own. This leaves him vulnerable in a city where nearly everyone makes decisions that only benefit themselves as individuals. Hokuto hopes that if Subaru develops feelings for Seishirou, their relationship will be the one thing that he never gives up for the sake of anyone else. However, is Seishirou the best candidate for her brother's love, or is he hiding sinister secrets?

[Written by MAL Rewrite]","Tokyo Babylon was published in English by Tokyopop from May 11, 2004 to May 10, 2005. Dark Horse gained publishing rights to the series after Tokyopop was dissolved and republished the series in two omnibus volumes published on March 26 and July 23, 2013, respectively. It has also been published in Spanish in Aizoban format by Editorial Kamite since September 23, 2016.",https://cdn.myanimelist.net/images/manga/1/260527l.jpg,https://myanimelist.net/manga/133/Tokyo_Babylon,Tokyo Babylon
501,GE: Good Ending,7.79,25256,finished,8/19/2009,49149,1822,2009-08-24 04:26:40+00:00,2022-04-18 02:09:56+00:00,"['Drama', 'Ecchi', 'Romance', 'Sports']","[{'id': 8604, 'first_name': 'Kei', 'last_name': 'Sasuga', 'role': 'Story & Art'}]",['Shounen Magazine (Weekly)'],"Second-year high school student Seiji Utsumi is hopelessly in love with Shou Iketani, the energetic and scatter-brained tennis club captain in the year above him, but he cannot bring himself to even talk with her. Unable to make any progress, he is perfectly content with just watching from afar—perhaps a bit too literally.

While spying on the tennis club's morning practice on the first day of a new semester, Seiji is spotted and accused of peeping by Yuki Kurokawa, a club member who ends up in his class. However, when she sees that Seiji has no bad intentions and is serious about Shou, Yuki decides to help him confess his feelings. 

As Seiji gets closer to Shou with Yuki's guidance, he realizes that his simplistic view of love and relationships prevents him from seeing the complexity and darkness under the surface—for both Shou and Yuki. Can he navigate through all the heartbreak and misunderstandings to reach his good ending?

[Written by MAL Rewrite]",,https://cdn.myanimelist.net/images/manga/1/51389l.jpg,https://myanimelist.net/manga/15578/GE__Good_Ending,
502,Medaka Box,7.79,25011,finished,5/11/2009,60169,2812,2009-05-12 09:35:59+00:00,2022-04-18 00:47:42+00:00,"['Action', 'Comedy', 'Drama', 'Ecchi']","[{'id': 5254, 'first_name': 'ISIN', 'last_name': 'NISIO', 'role': 'Story'}, {'id': 8162, 'first_name': 'Akira', 'last_name': 'Akatsuki', 'role': 'Art'}]",['Shounen Jump (Weekly)'],"Kurokami Medaka, a first year, is elected as Student Council President, and the first thing she does is establish a suggestion box, later dubbed by students the ""Medaka Box."" Medaka encourages students to submit any problem to the box without hesitation and promises to take on any issue from anyone.

Since Medaka won the Student Council elections with a staggering 98% of the vote, she ends up as the Council's only member. She asks her childhood friend, Hitoyoshi Zenkichi, for help and he grudgingly agrees, becoming the Student Council's lowest ranking member. Soon Medaka recruits two more people to the Student Council, the former judo club member Akune Kouki as secretary and the current swim club member Kikaijima Mogana, on loan for 300 yen a day, as treasurer.

Now the Student Council members spend their days solving the problems submitted through the Medaka Box, whether they be hooligans in clubs where they don't belong, girls who need help writing love letters or people who've lost their pets, gradually earning the respect and admiration of the entire school.","Medaka Box was published in Italian by GP Manga from May 12, 2012 to June 30, 2014.",https://cdn.myanimelist.net/images/manga/2/50353l.jpg,https://myanimelist.net/manga/13949/Medaka_Box,
503,Goblin Slayer Gaiden: Year One,7.93,8405,currently_publishing,9/15/2017,22273,243,2017-09-18 00:40:55+00:00,2022-04-17 20:20:31+00:00,"['Action', 'Drama', 'Fantasy']","[{'id': 39800, 'first_name': 'Kumo', 'last_name': 'Kagyuu', 'role': 'Story'}, {'id': 46731, 'first_name': 'Kento', 'last_name': 'Sakaeda', 'role': 'Art'}]",['Young Gangan'],Prequel series revealing Goblin Slayer's past and the events which led him to become an adventurer with the one and only purpose of annihilating all goblins from the world.,Goblin Slayer Gaiden: Year One has been simulpub in English as Goblin Slayer Side Story: Year One by Yen Press.,https://cdn.myanimelist.net/images/manga/1/207520l.jpg,https://myanimelist.net/manga/109608/Goblin_Slayer_Gaiden__Year_One,Goblin Slayer Side Story: Year One
504,Hana no Miyako de,8.03,6671,finished,9/29/2012,13664,158,2012-11-03 02:13:06+00:00,2022-04-02 22:12:04+00:00,"['Boys Love', 'Drama', 'Erotica', 'Romance']","[{'id': 4545, 'first_name': 'Rihito', 'last_name': 'Takarai', 'role': 'Story & Art'}]",['HertZ'],"Hana no Miyako de
Motoharu Tsujimura and Akira Hazumi belong to different social classes, but despite that, they have been friends since childhood. A rift grows between them when Motoharu confesses his love to Akira and is rejected, yet even this is not enough to completely drive them apart.

When Akira, who is greatly interested in botany, chooses a certain university at which to study agriculture, Motoharu follows him to the same school and department. One afternoon, Akira asks to walk home together with Motoharu, like they used to do—only this time, Akira intends to discuss something important that will impact both their futures.

Hana no Migoro ni
Youichi Arikawa and Shouta Misaki came to know each other when they both served as assistants to Professor Tsujimura in his agricultural laboratory. The two of them fell in love, and now they live together in the old house that Misaki inherited from his late grandfather Akira.

Having grown older and graduated from university, Arikawa and Misaki experience new strains on their relationship, different from the ones they are used to. Outside the walls of their home, they are regarded as friends and roommates. Arikawa's mother wants the two to visit during a holiday weekend, but though Arikawa proposes to tell her that he and Misaki are going out, the latter prefers to keep the truth silent. Unexpectedly, Arikawa's older sister returns home on the same weekend.

[Written by MAL Rewrite]","Chapters one through three of Hana no Miyako de serve as a prequel to Hana nomi zo Shiru, while chapters four and five serve as a sequel to that same work.",https://cdn.myanimelist.net/images/manga/3/85993l.jpg,https://myanimelist.net/manga/44677/Hana_no_Miyako_de,
505,World Trigger,7.83,14122,currently_publishing,2/8/2013,40790,1647,2013-02-12 10:11:50+00:00,2022-04-18 00:46:36+00:00,"['Action', 'Sci-Fi']","[{'id': 8785, 'first_name': 'Daisuke', 'last_name': 'Ashihara', 'role': 'Story & Art'}]",['Jump SQ.'],"Earth is under constant threat from Neighbors, invincible monsters from another dimension that destroy our way of life. At least we have the elite warriors of Border, who co-opt alien technology to fight back! Our hero Osamu Mikumo may not be the best agent, but he'll do whatever it takes to defend life on Earth as we know it. When Osamu meets a feisty humanoid Neighbor named Yuma, everything that he thinks is right is turned on its head. Can the two natural enemies ever become friends?

(Source: VIZ Media)","World Trigger has been published in English by VIZ Media under the Shonen Jump imprint since October 7, 2014.",https://cdn.myanimelist.net/images/manga/1/187850l.jpg,https://myanimelist.net/manga/48151/World_Trigger,World Trigger
506,Sakamoto Days,7.84,13008,currently_publishing,11/21/2020,43964,801,2020-11-23 16:18:28+00:00,2022-04-18 04:54:35+00:00,"['Action', 'Comedy']","[{'id': 52773, 'first_name': 'Yuuto', 'last_name': 'Suzuki', 'role': 'Story & Art'}]",['Shounen Jump (Weekly)'],"Tarou Sakamoto was considered the greatest hitman of all time. Feared by many, he stood at the top of the underground world until he met and fell in love with a woman. As a result, Sakamoto abandoned his life of crime and now works as a convenience store clerk.

Leaving his shady past behind proves more difficult than Sakamoto initially imagined. Many of his former rivals and partners do not believe that he has truly left the business and show up in hopes of taking him out. Barred from killing, Sakamoto must find creative ways to subdue his enemies and prevent them from bringing harm to his family, his store, and the small town he resides in.

[Written by MAL Rewrite]",Sakamoto Days is published digitally as an English simulpub through MANGA Plus service.,https://cdn.myanimelist.net/images/manga/1/242919l.jpg,https://myanimelist.net/manga/131334/Sakamoto_Days,Sakamoto Days
507,Higurashi no Naku Koro ni: Tatarigoroshi-hen,8.08,6013,finished,5/18/2005,12596,125,2007-09-21 02:42:30+00:00,2022-05-19 09:00:40+00:00,"['Drama', 'Horror', 'Mystery', 'Supernatural']","[{'id': 2917, 'first_name': 'Jirou', 'last_name': 'Suzuki', 'role': 'Art'}, {'id': 5092, 'first_name': '', 'last_name': 'Ryukishi07', 'role': 'Story'}]",['GFantasy'],"In the village of Hinamizawa, Keiichi Maebara and his friends live their everyday lives peacefully and without incident. Having just moved to the town, Keiichi finds himself with no shortage of new friends. One of the youngest of this group, Satoko Houjou, plays many pranks on her friends and is always cheerful. But behind her smile lies a dark past, filled with personal heartache.

Despite all of the tragedy in her life, Satoko is still able to find happiness. Keiichi, who admires her resilient spirit, begins to think of himself as a brother figure and her protector. But when her uncle Teppei returns to town, Satoko begins showing signs of abuse. Keiichi longs to return his friend to her former happy self... so much so, that he starts to consider doing something drastic to keep her safe.

[Written by MAL Rewrite]","Higurashi no Naku Koro ni: Tatarigoroshi-hen was published in English as Higurashi When They Cry: Curse Killing Arc by Yen Press on November 17, 2009 and February 23, 2010, respectively, and also digitally on April 22, 2014. The series was also published in Polish as Gdy zapłaczą cykady: Księga Morderczej Klątwy by Waneko in one-volume edition on April 30, 2016.",https://cdn.myanimelist.net/images/manga/3/259984l.jpg,https://myanimelist.net/manga/1260/Higurashi_no_Naku_Koro_ni__Tatarigoroshi-hen,Higurashi WHEN THEY CRY: Curse Killing Arc
508,Blue Sky Complex,8.17,5307,currently_publishing,9/25/2013,13928,292,2014-01-18 10:55:51+00:00,2022-07-18 20:44:11+00:00,"['Boys Love', 'Erotica', 'Slice of Life']","[{'id': 16369, 'first_name': 'Kei', 'last_name': 'Ichikawa', 'role': 'Story & Art'}]",['Cab'],"Motochika Narasaki comes from a large, noisy family, and his two little brothers make it nearly impossible for him to have any alone time. When his need for peace and quiet coincides with his teacher arm-twisting him into minding the school library in the evenings, he hesitantly accepts. What he does not expect, though, is running into the infamous delinquent, Natsuki Terashima, who has been roped into taking care of the library as well. Initially Narasaki is convinced that he could never get along with someone like Terashima; however, as he spends evening after calm evening reading with the other boy, Narasaki is forced to change his opinion, and the odd pair gradually become closer. But this arrangement will only last till the summer vacation, and Narasaki must soon figure out what this time, and the person he spends it with, mean to him.

[Written by MAL Rewrite]","Blue Sky Complex has been published digitally in English by Fantasista Inc. through futekiya since September 25, 2021.",https://cdn.myanimelist.net/images/manga/1/265105l.jpg,https://myanimelist.net/manga/66057/Blue_Sky_Complex,Blue Sky Complex
509,Haruka na Machi e,7.99,7072,finished,4/10/1998,17903,362,2007-11-24 21:29:39+00:00,2022-07-21 18:49:05+00:00,"['Drama', 'Slice of Life']","[{'id': 3025, 'first_name': 'Jiro', 'last_name': 'Taniguchi', 'role': 'Story & Art'}]",['Big Comic'],"Fourty-eight-year-old salaryman Hiroshi Nakahara accidentally takes the wrong train to Tokyo after a business trip in Kyoto. He decides to accept his situation and sit back when he learns that the train is headed toward his hometown in Kurayoshi.

As he walks the streets of his childhood neighborhood, Hiroshi realizes how significantly the place has changed in the 20 years since his mother died. While visiting her grave in the Genzen Temple, he is transported back into the body of his 14-year-old self. Retaining the memories and wisdom of his middle-aged mind, he is now an eighth grader in junior high school.

Hiroshi's regained youth enables him to escape the reality of being an adult man with a wife and two daughters. Unaware how to return to his original time, he begins to relive his adolescence. During his time travel, Hiroshi attempts to uncover the reasons for his father's abandonment of the family in hopes of understanding him and his actions.

[Written by MAL Rewrite]","Haruka na Machi e was published in English as A Distant Neighborhood by Ponent Mon/Fanfare in 2009, and again in a hardcover edition on September 15, 2016. It was also published in Spanish as Barrio lejano by Ponent Mon from May 2003 to to October 2003 (republished as a 2-in-1 omnibus in November 2009), and in Polish as Odległa dzielnica by Hanami in a one-volume edition in March 2010. The series was adapted into a live-action French film which released in Europe in 2010.",https://cdn.myanimelist.net/images/manga/5/252366l.jpg,https://myanimelist.net/manga/3258/Haruka_na_Machi_e,A Distant Neighborhood
510,Sword Art Online: Progressive,7.94,8036,finished,6/29/2013,19250,894,2013-06-10 12:05:49+00:00,2022-04-15 22:23:07+00:00,"['Action', 'Fantasy', 'Romance']","[{'id': 11466, 'first_name': 'Reki', 'last_name': 'Kawahara', 'role': 'Story'}, {'id': 22709, 'first_name': 'Kiseki', 'last_name': 'Himura', 'role': 'Art'}]","[""Dengeki G's magazine""]","""This game is impossible to clear. It's just a matter of when, where and how you die.""

Kayaba Akihiko's death game has been up for one month. This incredibly difficult VRMMO has already claimed 2000 victims. It's the day of the 1st floor boss strategy meeting. The solo player Kirito, who's decided to only strengthen himself, meets a rare female player on the current front lines, while heading to the meeting around noon. Fighting alone against the strong monsters, she was like a meteor cutting the night sky.","Sword Art Online: Progressive has been published in English by Yen Press since January 5, 2015.",https://cdn.myanimelist.net/images/manga/2/164933l.jpg,https://myanimelist.net/manga/52277/Sword_Art_Online__Progressive,Sword Art Online: Progressive
511,Takane to Hana,7.96,7576,finished,6/5/2014,26398,689,2015-03-26 12:32:05+00:00,2022-04-17 13:48:48+00:00,['Romance'],"[{'id': 10666, 'first_name': 'Yuki', 'last_name': 'Shiwasu', 'role': 'Story & Art'}]",['Hana to Yume'],"Sixteen-year-old Hana Nonomura is forced to be the substitute for her older sister Yukari at a miai: a meeting between two people considering an arranged marriage. Hana's prospective suitor turns out to be the handsome heir of the wealthy Takaba company, Takane Saibara, who is 10 years her senior. He promptly shows disdain toward Hana and, in response, she tells him that she is equally unimpressed by his status and personality.

Hana believes that her actions at the meeting should have put an end to the discussions about marriage with Takane. To her surprise, not only does the man want to proceed with negotiations but he also starts to show interest in her! This is just the beginning of a special relationship between two polar opposites!

[Written by MAL Rewrite]","Takane to Hana was published in English as Takane & Hana by VIZ Media under the Shojo Beat imprint from February 6, 2018 to December 7, 2021.",https://cdn.myanimelist.net/images/manga/1/152773l.jpg,https://myanimelist.net/manga/87813/Takane_to_Hana,Takane & Hana
